"id_aluno","sorteio_tratamento","tratamento_aplicado","nota_matematica","tempo","sexo","raca","escolaridade_pais","id_escola","naoatrito_t1","naoatrito_t2"
30,0,0,49.1087721304359,-1,0,1,3,2,1,0
30,0,0,49.3897152405972,0,0,1,3,2,1,0
30,0,0,50.2227450855905,1,0,1,3,2,1,0
31,0,0,49.1255739125114,-2,0,0,3,2,1,1
31,0,0,50.6806956948001,-1,0,0,3,2,1,1
31,0,0,49.8301229854677,0,0,0,3,2,1,1
31,0,0,51.5183875271751,1,0,0,3,2,1,1
31,0,0,50.9291389072381,2,0,0,3,2,1,1
32,0,0,50.2618793317278,-2,0,0,4,2,1,1
32,0,0,48.7485179693608,-1,0,0,4,2,1,1
32,0,0,49.8547757251937,0,0,0,4,2,1,1
32,0,0,50.3820868607699,1,0,0,4,2,1,1
32,0,0,46.9864884566175,2,0,0,4,2,1,1
33,1,0,48.811750209648,-2,0,1,3,2,0,1
33,1,0,44.9707023028592,-1,0,1,3,2,0,1
33,1,0,46.052744600077,0,0,1,3,2,0,1
33,1,0,45.371423839883,2,0,1,3,2,0,1
34,1,1,47.4784636657304,-2,1,0,4,2,0,1
34,1,1,50.2133005712708,-1,1,0,4,2,0,1
34,1,1,49.8427809101676,0,1,0,4,2,0,1
34,1,1,60.6855623769885,2,1,0,4,2,0,1
35,0,0,50.9962649806344,-2,1,0,4,2,0,0
35,0,0,57.7362628961487,-1,1,0,4,2,0,0
35,0,0,53.0810146694429,0,1,0,4,2,0,0
36,0,0,56.9046577681016,-2,1,0,3,2,1,1
36,0,0,51.6309733983218,-1,1,0,3,2,1,1
36,0,0,52.5983766412391,0,1,0,3,2,1,1
36,0,0,56.3083263948639,1,1,0,3,2,1,1
36,0,0,55.0505017948269,2,1,0,3,2,1,1
37,1,1,50.5083518193789,-2,0,1,4,2,1,1
37,1,1,50.691630570491,-1,0,1,4,2,1,1
37,1,1,52.131588533299,0,0,1,4,2,1,1
37,1,1,60.4849767274528,1,0,1,4,2,1,1
37,1,1,77.7112176772193,2,0,1,4,2,1,1
38,1,1,49.0023134429819,-2,1,0,4,2,1,1
38,1,1,49.407455597536,-1,1,0,4,2,1,1
38,1,1,49.1187938677983,0,1,0,4,2,1,1
38,1,1,54.3276711266937,1,1,0,4,2,1,1
38,1,1,59.7428594107706,2,1,0,4,2,1,1
39,0,0,50.0834454622931,-2,1,0,3,2,1,1
39,0,0,50.1106148829771,-1,1,0,3,2,1,1
39,0,0,49.7864714965803,0,1,0,3,2,1,1
39,0,0,50.7047447715621,1,1,0,3,2,1,1
39,0,0,45.2425609230796,2,1,0,3,2,1,1
40,1,1,47.5504518691326,-2,1,0,3,2,1,0
40,1,1,42.8329531492539,-1,1,0,3,2,1,0
40,1,1,46.6149153686764,0,1,0,3,2,1,0
40,1,1,49.4359216655577,1,1,0,3,2,1,0
41,1,1,58.2057579973892,-2,0,0,2,3,1,0
41,1,1,53.7647792912875,-1,0,0,2,3,1,0
41,1,1,51.3655284747081,0,0,0,2,3,1,0
41,1,1,59.5189969216037,1,0,0,2,3,1,0
42,1,1,49.9782185009791,-2,1,0,3,3,1,1
42,1,1,52.0159405986925,-1,1,0,3,3,1,1
42,1,1,52.3406320325744,0,1,0,3,3,1,1
42,1,1,58.6734170859755,1,1,0,3,3,1,1
42,1,1,69.9973086411822,2,1,0,3,3,1,1
43,0,0,45.5338484563022,-2,0,0,3,3,1,1
43,0,0,57.264258650649,-1,0,0,3,3,1,1
43,0,0,56.9283632888076,0,0,0,3,3,1,1
43,0,0,54.1328336797246,1,0,0,3,3,1,1
43,0,0,57.2006986002434,2,0,0,3,3,1,1
44,0,0,55.0793442278819,-2,0,0,5,3,1,1
44,0,0,54.0834320139047,-1,0,0,5,3,1,1
44,0,0,54.7006944039725,0,0,0,5,3,1,1
44,0,0,53.8935790081712,1,0,0,5,3,1,1
44,0,0,54.2315854078354,2,0,0,5,3,1,1
45,1,1,43.6526860926279,-2,0,0,4,3,1,1
45,1,1,48.3211656069166,-1,0,0,4,3,1,1
45,1,1,49.9664589691082,0,0,0,4,3,1,1
45,1,1,56.6590718657419,1,0,0,4,3,1,1
45,1,1,60.2824243993693,2,0,0,4,3,1,1
46,0,0,47.3019376414304,-2,0,0,3,3,1,1
46,0,0,57.7139854568175,-1,0,0,3,3,1,1
46,0,0,52.6579801809295,0,0,0,3,3,1,1
46,0,0,52.6078328912067,1,0,0,3,3,1,1
46,0,0,54.8496566334992,2,0,0,3,3,1,1
47,1,1,41.391458885502,-2,0,0,2,3,0,1
47,1,1,44.3137347489452,-1,0,0,2,3,0,1
47,1,1,47.9456857505466,0,0,0,2,3,0,1
47,1,1,59.2926021986494,2,0,0,2,3,0,1
48,1,1,46.1418924267544,-2,1,0,4,3,1,1
48,1,1,49.1321396201961,-1,1,0,4,3,1,1
48,1,1,54.3107551302511,0,1,0,4,3,1,1
48,1,1,62.4595369811644,1,1,0,4,3,1,1
48,1,1,67.8508240214673,2,1,0,4,3,1,1
49,1,1,57.4238403645195,-2,1,0,4,3,1,1
49,1,1,49.2595426850631,-1,1,0,4,3,1,1
49,1,1,54.6102643340659,0,1,0,4,3,1,1
49,1,1,58.152267575584,1,1,0,4,3,1,1
49,1,1,62.998819274601,2,1,0,4,3,1,1
50,0,0,60.2505705582194,-2,0,0,4,3,1,1
50,0,0,62.3335503759977,-1,0,0,4,3,1,1
50,0,0,58.2411926565915,0,0,0,4,3,1,1
50,0,0,58.7304997649845,1,0,0,4,3,1,1
50,0,0,57.1395874624222,2,0,0,4,3,1,1
51,1,1,59.3309197869236,-2,1,1,3,3,1,1
51,1,1,52.6471594962612,-1,1,1,3,3,1,1
51,1,1,52.8444699320291,0,1,1,3,3,1,1
51,1,1,62.7184186908094,1,1,1,3,3,1,1
51,1,1,79.6450668345177,2,1,1,3,3,1,1
52,0,0,47.3707579597408,-2,1,1,3,3,1,0
52,0,0,51.4804232754595,-1,1,1,3,3,1,0
52,0,0,50.0324397959499,0,1,1,3,3,1,0
52,0,0,53.3800528635102,1,1,1,3,3,1,0
53,0,0,55.4247183216427,-2,1,0,4,3,0,1
53,0,0,54.9805854245091,-1,1,0,4,3,0,1
53,0,0,51.7423211705191,0,1,0,4,3,0,1
53,0,0,55.2408337547771,2,1,0,4,3,0,1
54,1,0,52.2658271269655,-2,1,1,3,3,1,1
54,1,0,49.3147391899728,-1,1,1,3,3,1,1
54,1,0,49.9446571536659,0,1,1,3,3,1,1
54,1,0,51.4844149104194,1,1,1,3,3,1,1
54,1,0,50.7465461498308,2,1,1,3,3,1,1
55,1,0,50.5136536588653,-2,0,0,3,3,0,1
55,1,0,47.9288960130667,-1,0,0,3,3,0,1
55,1,0,48.9215945402513,0,0,0,3,3,0,1
55,1,0,53.1170477580535,2,0,0,3,3,0,1
56,1,1,61.1917213705842,-2,1,0,3,3,1,1
56,1,1,49.9868110040422,-1,1,0,3,3,1,1
56,1,1,52.0616978885115,0,1,0,3,3,1,1
56,1,1,57.6131285242018,1,1,0,3,3,1,1
56,1,1,66.4362077397807,2,1,0,3,3,1,1
57,1,1,44.7932073681396,-2,0,0,3,3,1,1
57,1,1,47.9299288046197,-1,0,0,3,3,1,1
57,1,1,48.6993938144881,0,0,0,3,3,1,1
57,1,1,51.9609605667478,1,0,0,3,3,1,1
57,1,1,60.8696112998871,2,0,0,3,3,1,1
58,0,0,59.6560292900052,-2,0,0,3,3,0,1
58,0,0,55.3950198360362,-1,0,0,3,3,0,1
58,0,0,52.0654803138116,0,0,0,3,3,0,1
58,0,0,52.369634700736,2,0,0,3,3,0,1
59,1,0,50.5741782022386,-2,0,0,4,3,1,1
59,1,0,55.7600139929483,-1,0,0,4,3,1,1
59,1,0,52.6561396215371,0,0,0,4,3,1,1
59,1,0,52.4523240757515,1,0,0,4,3,1,1
59,1,0,54.5053913122131,2,0,0,4,3,1,1
60,1,1,47.9425495688948,-2,0,0,3,3,1,1
60,1,1,56.5373297487735,-1,0,0,3,3,1,1
60,1,1,51.368860572599,0,0,0,3,3,1,1
60,1,1,58.8095971922339,1,0,0,3,3,1,1
60,1,1,63.6366648505322,2,0,0,3,3,1,1
61,1,1,49.526691777748,-2,1,0,3,4,0,1
61,1,1,42.7573831447866,-1,1,0,3,4,0,1
61,1,1,46.0630828280941,0,1,0,3,4,0,1
61,1,1,64.6884442505634,2,1,0,3,4,0,1
62,0,0,57.5725644226503,-2,0,0,3,4,1,0
62,0,0,43.0123794926841,-1,0,0,3,4,1,0
62,0,0,44.6301437203202,0,0,0,3,4,1,0
62,0,0,43.3433808713141,1,0,0,3,4,1,0
63,0,0,39.9609346969008,-2,1,0,4,4,1,1
63,0,0,43.0775648952961,-1,1,0,4,4,1,1
63,0,0,43.173290371875,0,1,0,4,4,1,1
63,0,0,42.4929986861908,1,1,0,4,4,1,1
63,0,0,41.2983575648301,2,1,0,4,4,1,1
64,0,0,49.5468036459153,-2,0,0,4,4,0,1
64,0,0,45.1955245310996,-1,0,0,4,4,0,1
64,0,0,49.3683233341276,0,0,0,4,4,0,1
64,0,0,45.4377368778965,2,0,0,4,4,0,1
65,0,0,50.2362017436923,-2,1,0,3,4,0,1
65,0,0,47.3557175493111,-1,1,0,3,4,0,1
65,0,0,46.7533990123493,0,1,0,3,4,0,1
65,0,0,46.7159599694083,2,1,0,3,4,0,1
66,0,0,40.1061061755129,-2,1,1,3,4,1,1
66,0,0,48.2208828991007,-1,1,1,3,4,1,1
66,0,0,49.3109799022821,0,1,1,3,4,1,1
66,0,0,49.4920853340303,1,1,1,3,4,1,1
66,0,0,54.2757270032198,2,1,1,3,4,1,1
67,1,1,40.3329549154205,-2,0,0,3,4,1,0
67,1,1,45.7093357948716,-1,0,0,3,4,1,0
67,1,1,42.7478988205894,0,0,0,3,4,1,0
67,1,1,45.8369710149745,1,0,0,3,4,1,0
68,1,1,50.8337593164077,-2,1,0,4,4,1,0
68,1,1,44.1682999312084,-1,1,0,4,4,1,0
68,1,1,47.2171909479453,0,1,0,4,4,1,0
68,1,1,54.9479303425274,1,1,0,4,4,1,0
69,1,1,52.4707142421862,-2,1,0,3,4,1,1
69,1,1,46.0344713882034,-1,1,0,3,4,1,1
69,1,1,48.8114212697529,0,1,0,3,4,1,1
69,1,1,51.5728244638105,1,1,0,3,4,1,1
69,1,1,63.3083915324403,2,1,0,3,4,1,1
70,1,1,48.3306936046293,-2,1,0,5,4,1,1
70,1,1,41.776817270752,-1,1,0,5,4,1,1
70,1,1,46.5995892974808,0,1,0,5,4,1,1
70,1,1,52.0221548153221,1,1,0,5,4,1,1
70,1,1,58.1223822177206,2,1,0,5,4,1,1
71,0,0,49.2748730726766,-2,1,0,4,4,1,1
71,0,0,41.0110546675463,-1,1,0,4,4,1,1
71,0,0,46.0774473167583,0,1,0,4,4,1,1
71,0,0,44.204986896622,1,1,0,4,4,1,1
71,0,0,46.9279135863485,2,1,0,4,4,1,1
72,1,1,39.0777384337968,-2,1,1,4,4,1,1
72,1,1,45.5853488347009,-1,1,1,4,4,1,1
72,1,1,44.210076574518,0,1,1,4,4,1,1
72,1,1,52.6683975466879,1,1,1,4,4,1,1
72,1,1,67.6865653712822,2,1,1,4,4,1,1
73,0,0,52.6729719332481,-2,1,1,5,4,1,0
73,0,0,54.3529721864018,-1,1,1,5,4,1,0
73,0,0,53.1911621706264,0,1,1,5,4,1,0
73,0,0,51.5131082993462,1,1,1,5,4,1,0
74,0,0,38.9918272475861,-2,0,0,4,4,1,1
74,0,0,49.6435796513259,-1,0,0,4,4,1,1
74,0,0,49.0559764749528,0,0,0,4,4,1,1
74,0,0,47.9390940883042,1,0,0,4,4,1,1
74,0,0,50.1453614859386,2,0,0,4,4,1,1
75,0,0,57.0740040225993,-2,0,0,4,4,1,1
75,0,0,52.6711133770065,-1,0,0,4,4,1,1
75,0,0,52.4513356578187,0,0,0,4,4,1,1
75,0,0,51.5094336250541,1,0,0,4,4,1,1
75,0,0,52.6792471422272,2,0,0,4,4,1,1
76,0,0,50.8372042779248,-2,0,0,4,4,1,1
76,0,0,51.2850696010428,-1,0,0,4,4,1,1
76,0,0,46.9358533102205,0,0,0,4,4,1,1
76,0,0,44.6778753033142,1,0,0,4,4,1,1
76,0,0,47.152570812438,2,0,0,4,4,1,1
77,0,0,50.0939378062349,-2,0,0,4,4,1,1
77,0,0,51.394146077456,-1,0,0,4,4,1,1
77,0,0,44.6859909751702,0,0,0,4,4,1,1
77,0,0,43.1236526050733,1,0,0,4,4,1,1
77,0,0,42.4317026395313,2,0,0,4,4,1,1
78,0,0,36.6918994963,-2,0,1,4,4,1,1
78,0,0,43.7475638464448,-1,0,1,4,4,1,1
78,0,0,41.8972452803333,0,0,1,4,4,1,1
78,0,0,42.5489753201206,1,0,1,4,4,1,1
78,0,0,41.7199643303406,2,0,1,4,4,1,1
79,1,0,49.4854375019205,-2,0,0,3,4,1,1
79,1,0,48.2590319830976,-1,0,0,3,4,1,1
79,1,0,44.671158210237,0,0,0,3,4,1,1
79,1,0,45.5106048008539,1,0,0,3,4,1,1
79,1,0,41.7433306675242,2,0,0,3,4,1,1
80,1,0,54.4914461431476,-2,1,0,5,4,0,1
80,1,0,52.4202611885448,-1,1,0,5,4,0,1
80,1,0,47.3983107763918,0,1,0,5,4,0,1
80,1,0,47.2916048537509,2,1,0,5,4,0,1
81,1,1,49.033024978459,-2,1,0,4,5,1,1
81,1,1,52.976860492525,-1,1,0,4,5,1,1
81,1,1,53.812444294985,0,1,0,4,5,1,1
81,1,1,60.3932385455793,1,1,0,4,5,1,1
81,1,1,65.4391462394816,2,1,0,4,5,1,1
82,0,0,61.6875625609123,-2,0,0,5,5,1,1
82,0,0,53.3313685174313,-1,0,0,5,5,1,1
82,0,0,51.4061400605906,0,0,0,5,5,1,1
82,0,0,51.7996103400148,1,0,0,5,5,1,1
82,0,0,51.338986586978,2,0,0,5,5,1,1
83,1,0,46.5514051251336,-2,1,1,4,5,1,1
83,1,0,53.090566984008,-1,1,1,4,5,1,1
83,1,0,46.9008479862962,0,1,1,4,5,1,1
83,1,0,49.6726978798649,1,1,1,4,5,1,1
83,1,0,47.2639172103715,2,1,1,4,5,1,1
84,0,0,52.2752642723118,-2,1,0,4,5,1,1
84,0,0,49.6144288374439,-1,1,0,4,5,1,1
84,0,0,52.7215343369949,0,1,0,4,5,1,1
84,0,0,49.5952283441078,1,1,0,4,5,1,1
84,0,0,49.4934359551954,2,1,0,4,5,1,1
85,1,0,43.2425760336442,-2,0,0,3,5,1,1
85,1,0,48.576953054832,-1,0,0,3,5,1,1
85,1,0,45.3887966315844,0,0,0,3,5,1,1
85,1,0,44.4486078228524,1,0,0,3,5,1,1
85,1,0,42.1269589494207,2,0,0,3,5,1,1
86,0,0,47.8882237243805,-2,1,1,3,5,1,0
86,0,0,49.9801106665342,-1,1,1,3,5,1,0
86,0,0,49.4499475634861,0,1,1,3,5,1,0
86,0,0,49.5066724178684,1,1,1,3,5,1,0
87,1,1,52.01580965539,-2,1,1,4,5,1,1
87,1,1,53.850146240973,-1,1,1,4,5,1,1
87,1,1,49.6072200256271,0,1,1,4,5,1,1
87,1,1,59.605973593553,1,1,1,4,5,1,1
87,1,1,75.8901355265864,2,1,1,4,5,1,1
88,0,0,43.9619279242934,-2,0,0,2,5,1,1
88,0,0,44.1378516070238,-1,0,0,2,5,1,1
88,0,0,44.44597900291,0,0,0,2,5,1,1
88,0,0,44.6219328038878,1,0,0,2,5,1,1
88,0,0,41.6050076303886,2,0,0,2,5,1,1
89,0,0,53.9387782603896,-2,0,0,3,5,0,1
89,0,0,54.3471412166662,-1,0,0,3,5,0,1
89,0,0,53.5163513039923,0,0,0,3,5,0,1
89,0,0,55.5456676407554,2,0,0,3,5,0,1
90,1,1,43.8205083749581,-2,1,0,3,5,0,1
90,1,1,49.4025780965447,-1,1,0,3,5,0,1
90,1,1,48.6371810252268,0,1,0,3,5,0,1
90,1,1,61.8533251086299,2,1,0,3,5,0,1
91,0,0,49.9227998016401,-2,1,0,4,5,1,0
91,0,0,48.9522471761189,-1,1,0,4,5,1,0
91,0,0,49.5505573189013,0,1,0,4,5,1,0
91,0,0,49.8138293221558,1,1,0,4,5,1,0
92,1,1,65.6838627738461,-2,1,0,5,5,1,1
92,1,1,54.0043453260174,-1,1,0,5,5,1,1
92,1,1,55.0187189680431,0,1,0,5,5,1,1
92,1,1,56.9510843993313,1,1,0,5,5,1,1
92,1,1,65.2398293510012,2,1,0,5,5,1,1
93,0,0,61.1710533830988,-2,1,1,4,5,1,1
93,0,0,51.7331208350845,-1,1,1,4,5,1,1
93,0,0,52.620215221695,0,1,1,4,5,1,1
93,0,0,52.7333735348799,1,1,1,4,5,1,1
93,0,0,56.0747377477346,2,1,1,4,5,1,1
94,1,1,56.2362198864775,-2,1,0,3,5,1,1
94,1,1,46.7092409398516,-1,1,0,3,5,1,1
94,1,1,50.2639828218189,0,1,0,3,5,1,1
94,1,1,57.0254870420598,1,1,0,3,5,1,1
94,1,1,63.2388573825803,2,1,0,3,5,1,1
95,0,0,53.4332397560863,-2,0,0,3,5,1,1
95,0,0,59.0279522512017,-1,0,0,3,5,1,1
95,0,0,52.2315345116409,0,0,0,3,5,1,1
95,0,0,52.4889430802587,1,0,0,3,5,1,1
95,0,0,48.0574096997886,2,0,0,3,5,1,1
96,1,0,50.507741953231,-2,0,1,4,5,1,0
96,1,0,49.2050488689135,-1,0,1,4,5,1,0
96,1,0,51.8694822713432,0,0,1,4,5,1,0
96,1,0,52.1967706657731,1,0,1,4,5,1,0
97,0,0,60.1017961636093,-2,0,0,3,5,1,0
97,0,0,58.5799868556103,-1,0,0,3,5,1,0
97,0,0,55.8652877506418,0,0,0,3,5,1,0
97,0,0,60.1132859709898,1,0,0,3,5,1,0
98,1,1,44.0366785704487,-2,0,0,2,5,1,1
98,1,1,55.6091442511507,-1,0,0,2,5,1,1
98,1,1,51.4793255016119,0,0,0,2,5,1,1
98,1,1,58.3094508290143,1,0,0,2,5,1,1
98,1,1,63.3105193223072,2,0,0,2,5,1,1
99,1,0,48.5413736726919,-2,0,0,4,5,1,1
99,1,0,51.3384032887961,-1,0,0,4,5,1,1
99,1,0,52.2078485611902,0,0,0,4,5,1,1
99,1,0,52.0677815770503,1,0,0,4,5,1,1
99,1,0,54.6021320198512,2,0,0,4,5,1,1
100,1,1,55.6420198322005,-2,0,0,4,5,1,1
100,1,1,57.2306567026851,-1,0,0,4,5,1,1
100,1,1,51.7059298012309,0,0,0,4,5,1,1
100,1,1,56.7187449896695,1,0,0,4,5,1,1
100,1,1,66.9200186941678,2,0,0,4,5,1,1
101,0,0,41.4062654300649,-2,1,0,4,6,0,1
101,0,0,47.834471570117,-1,1,0,4,6,0,1
101,0,0,49.522740920756,0,1,0,4,6,0,1
101,0,0,45.9096240302224,2,1,0,4,6,0,1
102,1,1,48.6923596260911,-2,0,0,4,6,1,1
102,1,1,54.0818873438366,-1,0,0,4,6,1,1
102,1,1,51.024370953396,0,0,0,4,6,1,1
102,1,1,54.4169260650932,1,0,0,4,6,1,1
102,1,1,64.979752781606,2,0,0,4,6,1,1
103,0,0,56.0466738552469,-2,0,0,4,6,0,1
103,0,0,56.4663693017146,-1,0,0,4,6,0,1
103,0,0,55.8978366879971,0,0,0,4,6,0,1
103,0,0,56.3941939775403,2,0,0,4,6,0,1
104,0,0,49.4816182702638,-2,0,0,3,6,1,1
104,0,0,51.617854086334,-1,0,0,3,6,1,1
104,0,0,47.9468045854668,0,0,0,3,6,1,1
104,0,0,46.0892786387327,1,0,0,3,6,1,1
104,0,0,50.9050243830899,2,0,0,3,6,1,1
105,1,1,53.3142376043725,-2,1,0,3,6,1,1
105,1,1,50.9321351098775,-1,1,0,3,6,1,1
105,1,1,51.1007100296128,0,1,0,3,6,1,1
105,1,1,54.4913650816238,1,1,0,3,6,1,1
